id,Date,Rank,Series,W_L,Win,Loss,Forfeit,Absence,Winrate,Streak(Wins)
5984,2005-01-01,Ms6e,LFLFWFWFFWLFWFF,4-3,4,3,8,0,57.14,N
5984,2005-03-01,Ms3e,LFLFWFLFWFLFFFW,3-4,3,4,8,0,42.86,N
5984,2005-05-01,Ms6w,WFWFLFLFFWWFFFW,5-2,5,2,8,0,71.43,N
5984,2005-07-01,Ms1e,WFLFWFWFWFLFLFF,4-3,4,3,8,0,57.14,N
5984,2005-09-01,J12w,WLLWWLLWLLWLWWW,8-7,8,7,0,0,53.33,N
5984,2005-11-01,J8e,LLLLLLWLAFFFFFF,1-8-6,1,7,6,1,12.5,N
5984,2006-01-01,Ms6e,FFFFFFFFFFFFFFF,0-0-7,0,0,15,0,0.0,N
5984,2006-03-01,Ms46w,WFFWWFLFFWFWLFF,5-2,5,2,8,0,71.43,N
5984,2006-05-01,Ms29e,FLWFWFWFFWLFFFW,5-2,5,2,8,0,71.43,N
5984,2006-07-01,Ms17w,WFFWWFWFWFWFWFF,7-0 Y,7,0,8,0,100.0,N
5984,2006-09-01,Ms1w,WWFFLFLFLFWFLFF,3-4,3,4,8,0,42.86,N
5984,2006-11-01,Ms4e,WFLFFWWFLFLFFWF,4-3,4,3,8,0,57.14,N
5984,2007-01-01,Ms1e,LFWFWFLFWFWFFFL,4-3,4,3,8,0,57.14,N
5984,2007-03-01,J13w,LWWLWWWWLLLWWLL,8-7,8,7,0,0,53.33,Y
5984,2007-05-01,J11e,LWWLWLWWLLWWWWL,9-6,9,6,0,0,60.0,Y
5984,2007-07-01,J4w,LLWLWLWWLLLWLWL,6-9,6,9,0,0,40.0,N
5984,2007-09-01,J6w,LWLWWWWLLLLLLLL,5-10,5,10,0,0,33.33,Y
5984,2007-11-01,J10w,WLWWWWLLWLLWWLL,8-7,8,7,0,0,53.33,Y
5984,2008-01-01,J9w,WWLWLLWWLWWWLLL,8-7,8,7,0,0,53.33,N
5984,2008-03-01,J8e,LLWLWWWLLLWWLWL,7-8,7,8,0,0,46.67,N
5984,2008-05-01,J9w,WLWLLWLLWLWLWLW,7-8,7,8,0,0,46.67,N
5984,2008-07-01,J11e,WLLLLWWLWLWLWWW,8-7,8,7,0,0,53.33,N
5984,2008-09-01,J8w,WLLLWLLLLLWLWWW,6-9,6,9,0,0,40.0,N
5984,2008-11-01,J11w,LLWLWWLWWLWLWWW,9-6,9,6,0,0,60.0,N
5984,2009-01-01,J6w,WLLLLWLWLWWLLLL,5-10,5,10,0,0,33.33,N
5984,2009-03-01,J12w,WLLLWLLWWWWLWWW,9-6,9,6,0,0,60.0,Y
5984,2009-05-01,J8e,WLLWLWWLLLWLWWW,8-7,8,7,0,0,53.33,N
5984,2009-07-01,J5e,WWLWWLLLLWWWLFF,7-6-2,7,6,2,0,53.85,N
5984,2009-09-01,J7w,WLLWWLWWLLAFFFF,5-6-4,5,5,4,1,50.0,N
5984,2009-11-01,J12w,LWWLWWLWWLWLWLW,9-6,9,6,0,0,60.0,N
5984,2010-01-01,J9e,WLLLLLLLWWLWWLW,6-9,6,9,0,0,40.0,N
5984,2010-03-01,J12w,LWLAFWLLLLLLLLL,2-12-1,2,11,1,1,15.38,N
5984,2010-05-01,Ms9e,FWLFWFLFFWLFLFF,3-4,3,4,8,0,42.86,N
5984,2010-07-01,Ms18e,FLFWFLFLWFFWLFF,3-4,3,4,8,0,42.86,N
5984,2010-09-01,Ms23w,FLAFFFFFFFFFFFF,0-2-5,0,1,13,1,0.0,N
5984,2010-11-01,Ms58w,FWFWFWFLWFWFLFF,5-2,5,2,8,0,71.43,N
5984,2011-01-01,Ms43e,FWLFLFFLWFFWLFF,3-4,3,4,8,0,42.86,N
5985,2004-05-01,Jk10w,FFFFFWFWFWFWFWF,5-0-2,5,0,10,0,100.0,N
5985,2004-07-01,Jd92w,FWWFFWWFLFWFWFF,6-1,6,1,8,0,85.71,N
5985,2004-09-01,Jd15e,FWFWWFFWFWWFWFF,7-0 D,7,0,8,0,100.0,N
5985,2004-11-01,Sd21e,FWWFFWFWFLWFFFW,6-1,6,1,8,0,85.71,N
5985,2005-01-01,Ms41w,FLFLFLFWFWLFWFF,3-4,3,4,8,0,42.86,N
5985,2005-03-01,Ms54w,FWWFFWWFLFLFFFW,5-2,5,2,8,0,71.43,N
5985,2005-05-01,Ms40e,FLFWWFLFFWWFFFW,5-2,5,2,8,0,71.43,N
5985,2005-07-01,Ms23e,FWFLFWFLFWWFFFW,5-2,5,2,8,0,71.43,N
5985,2005-09-01,Ms12w,WFWFFLWFFWFWFWF,6-1,6,1,8,0,85.71,N
5985,2005-11-01,Ms4e,FWFWWFLFWFWFLFF,5-2,5,2,8,0,71.43,N
5985,2006-01-01,J13w,WLWLWWLWLLWWLWW,9-6,9,6,0,0,60.0,N
5985,2006-03-01,J8w,WWLLLWLWWLLWWWW,9-6,9,6,0,0,60.0,Y
5985,2006-05-01,J4e,WWWLWLLLWLLWLLW,7-8,7,8,0,0,46.67,N
5985,2006-07-01,J4w,WLLLWWWWWWLWWLL,9-6,9,6,0,0,60.0,Y
5985,2006-09-01,J2e,LWLLLLLLWLWWLWW,6-9,6,9,0,0,40.0,N
5985,2006-11-01,J5w,LWWLWWWWWLLWLAF,8-6-1,8,5,1,1,61.54,Y
5985,2007-01-01,J3e,LWWWLLWLWLLLWWL,7-8,7,8,0,0,46.67,N
5985,2007-03-01,J4e,WWWWWWLWWWLWWLW,12-3 Y,12,3,0,0,80.0,Y
5985,2007-05-01,M12w,LWLLLLLWWWWLWLW,7-8,7,8,0,0,46.67,Y
5985,2007-07-01,M12w,LWLLLWLLLLLLLLL,2-13,2,13,0,0,13.33,N
5985,2007-09-01,J5w,LWWWWLLLLLWLLLW,6-9,6,9,0,0,40.0,Y
5985,2007-11-01,J9e,LWLLLLWWWWLLLWL,6-9,6,9,0,0,40.0,Y
5985,2008-01-01,J12e,LLLWLLWLLLLWWWW,6-9,6,9,0,0,40.0,Y
5985,2008-03-01,Ms1w,LFLLFFLFLFWFWFF,2-5,2,5,8,0,28.57,N
5985,2008-05-01,Ms8w,LFFLFWFLFLFWFFW,3-4,3,4,8,0,42.86,N
5985,2008-07-01,Ms14e,FLWFFWWFWFFWWFF,6-1 Y,6,1,8,0,85.71,N
